,n_pref,n_items,relation,MSS,Time
633,15,5,LEX+,4,14.393449544906616
634,15,5,LEX,2,0.24833130836486816
635,15,5,LEX+,2,0.24725127220153809
636,15,5,LEX,1,0.09309053421020508
637,15,5,LEX+,1,0.09717798233032227
638,15,5,LEX,1,0.07831120491027832
639,15,5,LEX+,1,0.08763742446899414
640,15,5,LEX,1,0.7804555892944336
641,15,5,LEX+,1,0.5865046977996826
642,15,5,LEX,63,7.327868700027466
643,15,5,LEX+,9,2.1396641731262207
644,15,5,LEX,1,0.45240116119384766
645,15,5,LEX+,1,0.42803192138671875
646,15,5,LEX,1,0.08636045455932617
647,15,5,LEX+,1,0.08761811256408691
